Filename,Birth,Death,Publish,ActivityYear,SUM,傳記類_%,公車類_%,公車類_%,哀祭類_%,序跋類_%,書簡類_%,詩類_%,雜著類_%
533. 과암집(果菴集).xml,1710,1783,1933,1746,226,21.68141592920354,11.061946902654867,0.0,13.274336283185843,12.389380530973451,15.486725663716813,16.371681415929203,9.734513274336283
487. 서암집(恕菴集).xml,1681,1716,1738,1698,831,0.9626955475330927,2.0457280385078223,0.0,1.9253910950661854,4.0914560770156445,26.594464500601685,60.5294825511432,3.850782190132371
435. 농암집(農巖集).xml,1651,1708,1928,1679,1205,3.2365145228215773,5.892116182572614,0.0,8.879668049792532,4.8962655601659755,24.979253112033195,47.63485477178423,4.481327800829876
521. 역천집(櫟泉集).xml,1705,1768,1805,1736,924,4.761904761904762,3.571428571428571,0.0,5.194805194805195,1.1904761904761905,39.935064935064936,41.01731601731602,4.329004329004329
482. 학암집(鶴巖集).xml,1680,1732,,1706,742,0.0,16.307277628032345,0.0,0.9433962264150944,1.6172506738544474,1.6172506738544474,75.87601078167116,3.638814016172507
485. 도암집(陶菴集).xml,1680,1746,1803,1713,2077,17.76600866634569,2.6480500722195472,0.0,2.0221473278767452,1.2518054886856043,42.802118440057775,31.150698122291764,2.3591718825228694
479. 두타초(頭陀草).xml,1677,1724,,1700,1802,0.0,0.0,0.0,0.0,0.0,0.0,90.4550499445061,9.544950055493896
464. 도곡집(陶谷集).xml,1669,1745,1766,1707,719,30.45897079276773,12.795549374130738,0.0,1.808066759388039,2.920723226703755,1.9471488178025034,47.70514603616133,2.364394993045897
484. 포암집(圃巖集).xml,1680,1761,1767,1720,998,7.515030060120241,5.511022044088176,0.0,3.5070140280561124,4.408817635270541,6.713426853707414,68.6372745490982,3.707414829659319
457. 포음집(圃陰集).xml,1662,1713,1726,1687,200,2.0,0.0,0.0,7.000000000000001,1.0,21.5,62.5,6.0
476. 겸재집(謙齋集).xml,1675,1728,,1701,2814,1.0660980810234542,11.122956645344704,0.0,3.233830845771144,1.1016346837242361,0.0,82.94243070362474,0.5330490405117271
458. 병산집(屛山集).xml,1661,1733,,1697,430,4.4186046511627906,26.51162790697674,0.0,6.976744186046512,1.627906976744186,0.0,59.30232558139535,1.1627906976744187
459. 한포재집(寒圃齋集).xml,1663,1722,1758,1692,479,1.6701461377870561,33.61169102296451,0.0,7.933194154488518,2.0876826722338206,1.0438413361169103,51.356993736951985,2.2964509394572024
456. 수곡집(壽谷集).xml,1661,1721,,1691,166,28.313253012048197,10.240963855421686,0.0,26.506024096385545,4.819277108433735,12.650602409638553,7.228915662650602,10.240963855421686
453. 옥천집(玉川集).xml,1658,1737,1898,1697,457,13.566739606126916,5.908096280087528,0.0,8.096280087527353,3.938730853391685,22.319474835886215,36.542669584245075,9.62800875273523
462. 덕촌집(德村集).xml,1665,1742,1806,1703,140,6.428571428571428,15.714285714285714,0.0,10.714285714285714,5.714285714285714,38.57142857142858,10.0,12.857142857142856
467. 기원집(杞園集).xml,1672,1744,1833,1708,1195,4.01673640167364,4.937238493723849,0.0,5.104602510460251,4.351464435146443,5.439330543933055,72.13389121338912,4.01673640167364
477. 외암유고(巍巖遺稿).xml,1677,1727,1760,1702,371,1.6172506738544474,2.4258760107816713,0.0,3.5040431266846364,1.6172506738544474,40.700808625336926,44.474393530997304,5.660377358490567
451. 죽천집(竹泉集).xml,1658,1716,1773,1687,832,4.927884615384615,29.807692307692307,0.0,8.413461538461538,1.5625,1.8028846153846152,52.16346153846154,1.3221153846153846
436. 만정당집(晩靜堂集).xml,1652,1719,,1685,653,7.656967840735068,56.96784073506891,0.0,3.3690658499234303,6.278713629402756,0.0,22.817764165390507,2.909647779479326
454. 명암집(鳴巖集).xml,1660,1711,,1685,355,0.8450704225352111,4.225352112676056,0.0,1.6901408450704223,0.28169014084507044,0.0,92.67605633802816,0.28169014084507044
475. 경암유고(敬庵遺稿).xml,1674,1739,1916,1706,472,6.991525423728813,4.23728813559322,0.0,4.4491525423728815,1.694915254237288,47.45762711864407,28.389830508474578,6.779661016949152
460. 식산집(息山集).xml,1664,1732,1813,1698,1207,6.4623032311516155,0.0,0.0,9.1963545981773,6.4623032311516155,33.55426677713339,18.55840927920464,25.766362883181444
481. 백하집(白下集).xml,1680,1741,1927,1710,275,8.727272727272728,24.727272727272727,0.0,9.090909090909092,4.363636363636364,6.545454545454546,45.81818181818182,0.7272727272727273
461. 송암집(松巖集).xml,1665,1741,1758,1703,251,3.187250996015936,1.1952191235059761,0.0,3.187250996015936,0.796812749003984,73.30677290836654,7.968127490039841,10.358565737051793
480. 백일헌유집(白日軒遺集).xml,1677,1735,1949,1706,213,2.8169014084507045,46.478873239436616,0.0,6.572769953051644,1.8779342723004695,6.572769953051644,32.863849765258216,2.8169014084507045
407. 지호집(芝湖集).xml,1631,1692,1856,1661,282,12.056737588652481,7.446808510638298,0.0,3.900709219858156,8.51063829787234,9.219858156028367,52.4822695035461,6.382978723404255
110. 읍취헌유고(挹翠軒遺稿).xml,1479,1504,1514,1491,160,3.75,0.0,0.0,0.625,2.5,0.0,92.5,0.625
93. 수헌집(睡軒集).xml,1467,1498,1509,1482,219,0.91324200913242,0.91324200913242,0.0,10.045662100456621,1.82648401826484,0.0,23.28767123287671,63.013698630136986
101. 안분당시집(安分堂詩集).xml,1473,1548,,1510,104,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
425. 명곡집(明谷集).xml,1646,1715,1721,1680,1244,6.270096463022508,9.887459807073954,0.0,3.617363344051447,7.07395498392283,4.260450160771704,59.565916398713824,9.32475884244373
433. 하곡집(霞谷集).xml,1649,1736,,1692,736,2.5815217391304346,3.125,0.0,2.717391304347826,1.6304347826086956,5.570652173913043,81.38586956521739,2.989130434782609
394. 정관재집(靜觀齋集).xml,1628,1669,1682,1648,833,1.2004801920768309,5.5222088835534215,0.0,3.8415366146458583,1.680672268907563,36.25450180072029,44.657863145258105,6.8427370948379345
108. 모재집(慕齋集).xml,1478,1543,1574,1510,1485,3.9057239057239053,5.656565656565657,0.0,0.9427609427609427,1.144781144781145,0.13468013468013468,86.32996632996634,1.8855218855218854
