제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
菊隱集,1810,1880,1845,역대문집DB,1,2,10,181,0,9,1,204,,0.490196078,0.490196078,0,4.901960784,0.980392157,88.7254902,4.411764706
介隱遺稿,1811,1879,1845,역대문집DB,0,17,14,98,10,13,3,155,,1.935483871,0,6.451612903,9.032258065,10.96774194,63.22580645,8.387096774
肯播齋文集,1811,1879,1845,역대문집DB,8,0,3,169,9,3,0,192,,0,4.166666667,4.6875,1.5625,0,88.02083333,1.5625
老山文集,1817,1874,1845,역대문집DB,0,25,1,84,5,2,0,117,,0,0,4.273504274,0.854700855,21.36752137,71.79487179,1.709401709
柏後集,1818,1873,1845,문집총간,1,129,10,298,14,8,5,465,1896,1.075268817,0.215053763,3.010752688,2.150537634,27.74193548,64.08602151,1.720430108
?庵文集,1819,1871,1845,역대문집DB,0,67,11,189,15,10,4,296,,1.351351351,0,5.067567568,3.716216216,22.63513514,63.85135135,3.378378378
南坡集,1804,1889,1846,역대문집DB,0,31,16,267,7,12,4,337,,1.18694362,0,2.077151335,4.747774481,9.198813056,79.22848665,3.560830861
棄?文集,1808,1885,1846,역대문집DB,0,45,3,112,19,1,0,180,,0,0,10.55555556,1.666666667,25,62.22222222,0.555555556
松隱遺稿,1809,1883,1846,역대문집DB,1,23,10,165,29,5,1,234,,0.427350427,0.427350427,12.39316239,4.273504274,9.829059829,70.51282051,2.136752137
道谷遺稿,1812,1881,1846,역대문집DB,0,24,0,29,7,0,3,63,,4.761904762,0,11.11111111,0,38.0952381,46.03174603,0
遯窩遺稿,1816,1877,1846,역대문집DB,0,0,1,110,0,0,0,111,,0,0,0,0.900900901,0,99.0990991,0
孝處堂遺稿,1818,1875,1846,역대문집DB,0,26,4,96,4,0,0,130,,0,0,3.076923077,3.076923077,20,73.84615385,0
達澗文集,1822,1870,1846,역대문집DB,0,30,2,131,11,0,0,174,,0,0,6.32183908,1.149425287,17.24137931,75.28735632,0
皎亭詩集,1807,1888,1847,문집총간,0,0,3,304,0,1,0,308,1906,0,0,0,0.974025974,0,98.7012987,0.324675325
石室居士遺稿,1811,1883,1847,역대문집DB,0,5,2,49,2,1,0,59,,0,0,3.389830508,3.389830508,8.474576271,83.05084746,1.694915254
眼山遺稿,1812,1882,1847,역대문집DB,0,23,8,44,12,6,4,97,,4.12371134,0,12.37113402,8.24742268,23.71134021,45.36082474,6.18556701
絅晦遺稿,1813,1881,1847,역대문집DB,3,29,8,158,18,64,2,282,,0.709219858,1.063829787,6.382978723,2.836879433,10.28368794,56.02836879,22.69503546
石山遺稿,1814,1880,1847,문집총간,99,11,13,384,42,98,13,660,1885,1.96969697,15,6.363636364,1.96969697,1.666666667,58.18181818,14.84848485
晩柏先生文集,1815,1880,1847,역대문집DB,0,48,5,10,6,2,2,73,,2.739726027,0,8.219178082,6.849315068,65.75342466,13.69863014,2.739726027
逸軒先生文集,1826,1869,1847,역대문집DB,1,85,5,160,13,17,12,293,,4.09556314,0.341296928,4.436860068,1.706484642,29.01023891,54.60750853,5.802047782
耐軒集,1804,1892,1848,문집총간,0,36,14,62,35,9,33,189,1907,17.46031746,0,18.51851852,7.407407407,19.04761905,32.8042328,4.761904762
愚齋集,1808,1889,1848,역대문집DB,22,5,1,22,6,2,4,62,,6.451612903,35.48387097,9.677419355,1.612903226,8.064516129,35.48387097,3.225806452
心齋集,1808,1888,1848,역대문집DB,0,6,12,452,2,7,2,481,,0.415800416,0,0.415800416,2.494802495,1.247401247,93.97089397,1.455301455
甪里集,1810,1886,1848,문집총간,3,94,26,479,31,29,10,672,1895,1.488095238,0.446428571,4.613095238,3.869047619,13.98809524,71.2797619,4.31547619
奇溪先生文集,1811,1886,1848,역대문집DB,1,73,13,256,49,13,7,412,,1.699029126,0.242718447,11.89320388,3.155339806,17.7184466,62.13592233,3.155339806
雙峰集,1814,1882,1848,역대문집DB,0,19,11,313,18,37,3,401,,0.748129676,0,4.488778055,2.743142145,4.738154613,78.05486284,9.226932668
可軒文集,1816,1881,1848,역대문집DB,1,28,1,57,4,2,5,98,,5.102040816,1.020408163,4.081632653,1.020408163,28.57142857,58.16326531,2.040816327
竹林集,1817,1879,1848,역대문집DB,0,0,0,143,0,0,0,143,,0,0,0,0,0,100,0
玄山遺稿,1818,1879,1848,역대문집DB,0,21,5,66,4,2,1,99,,1.01010101,0,4.04040404,5.050505051,21.21212121,66.66666667,2.02020202
水竹亭遺稿,1819,1877,1848,역대문집DB,0,1,1,80,0,0,0,82,,0,0,0,1.219512195,1.219512195,97.56097561,0
松皐文集,1806,1892,1849,역대문집DB,1,27,2,63,23,3,9,128,,7.03125,0.78125,17.96875,1.5625,21.09375,49.21875,2.34375
芸窓集,1809,1890,1849,문집총간,18,98,44,136,36,55,42,429,1930,9.79020979,4.195804196,8.391608392,10.25641026,22.84382284,31.7016317,12.82051282
西谿文集,1811,1888,1849,역대문집DB,0,42,4,277,18,6,2,349,,0.573065903,0,5.157593123,1.146131805,12.03438395,79.36962751,1.719197708
洛北文集,1812,1887,1849,역대문집DB,4,5,12,140,17,6,5,189,,2.645502646,2.116402116,8.994708995,6.349206349,2.645502646,74.07407407,3.174603175
松坡遺稿,1813,1886,1849,역대문집DB,0,0,2,175,0,0,0,177,,0,0,0,1.129943503,0,98.8700565,0
畏庵文集,1813,1885,1849,역대문집DB,0,31,11,60,19,11,0,132,,0,0,14.39393939,8.333333333,23.48484848,45.45454545,8.333333333
紫皐遺稿,1814,1884,1849,역대문집DB,0,2,0,161,22,7,0,192,,0,0,11.45833333,0,1.041666667,83.85416667,3.645833333
橘隱齋遺稿,1814,1884,1849,역대문집DB,0,0,10,349,7,16,0,382,,0,0,1.832460733,2.617801047,0,91.36125654,4.188481675
復齋遺稿,1817,1881,1849,역대문집DB,8,91,0,18,0,0,0,117,,0,6.837606838,0,0,77.77777778,15.38461538,0
近菴先生文集,1829,1870,1849,역대문집DB,0,35,0,49,10,3,0,97,,0,0,10.30927835,0,36.08247423,50.51546392,3.092783505
顧軒先生文集,1808,1893,1850,역대문집DB,0,69,39,154,13,50,31,356,,8.707865169,0,3.651685393,10.95505618,19.38202247,43.25842697,14.04494382
雲皐集,1808,1893,1850,역대문집DB,0,20,4,302,9,45,4,384,,1.041666667,0,2.34375,1.041666667,5.208333333,78.64583333,11.71875
不知庵文集,1813,1888,1850,역대문집DB,0,11,10,132,2,4,3,162,,1.851851852,0,1.234567901,6.172839506,6.790123457,81.48148148,2.469135802
琴溪集,1833,1867,1850,역대문집DB,0,3,3,121,1,1,0,129,,0,0,0.775193798,2.325581395,2.325581395,93.79844961,0.775193798
嘉梧藁略,1814,1888,1851,문집총간,263,75,49,627,1,109,100,1224,,8.169934641,21.4869281,0.081699346,4.003267974,6.12745098,51.2254902,8.905228758
仁山集,1814,1889,1851,문집총간,1,277,22,38,18,21,12,389,,3.084832905,0.257069409,4.627249357,5.655526992,71.20822622,9.768637532,5.398457584
凝川集,1816,1886,1851,역대문집DB,2,30,12,291,2,8,4,349,,1.146131805,0.573065903,0.573065903,3.438395415,8.595988539,83.38108883,2.29226361
石愚遺稿,1817,1886,1851,역대문집DB,0,14,0,69,4,0,0,87,,0,0,4.597701149,0,16.09195402,79.31034483,0
峿堂集,1820,1882,1851,문집총간,10,163,98,699,27,177,28,1202,1900,2.329450915,0.831946755,2.24625624,8.153078203,13.56073211,58.1530782,14.72545757
慕亭逸稿,1820,1882,1851,역대문집DB,0,6,2,82,12,22,0,124,,0,0,9.677419355,1.612903226,4.838709677,66.12903226,17.74193548
?堂集,1820,1882,1851,역대문집DB,7,121,97,712,28,148,28,1141,,2.45398773,0.613496933,2.45398773,8.501314636,10.60473269,62.40140228,12.971078
蒿廬文集,1820,1882,1851,역대문집DB,0,9,4,87,4,7,2,113,,1.769911504,0,3.539823009,3.539823009,7.96460177,76.99115044,6.194690265
冬郞集,1821,1881,1851,역대문집DB,0,0,0,267,0,0,0,267,,0,0,0,0,0,100,0
東愚詩集,1841,1862,1851,역대문집DB,0,0,5,235,0,0,1,241,,0.414937759,0,0,2.074688797,0,97.51037344,0
荷居集,1816,1888,1852,문집총간,48,13,8,109,7,12,6,203,1888,2.955665025,23.6453202,3.448275862,3.9408867,6.403940887,53.69458128,5.911330049
慕軒集,1816,1889,1852,역대문집DB,0,58,6,42,24,3,2,135,,1.481481481,0,17.77777778,4.444444444,42.96296296,31.11111111,2.222222222
寒洲集,1818,1886,1852,문집총간,5,360,49,465,67,72,38,1056,1928,3.598484848,0.473484848,6.34469697,4.640151515,34.09090909,44.03409091,6.818181818
鳳棲遺稿,1818,1886,1852,역대문집DB,0,1,4,250,0,2,0,257,,0,0,0,1.556420233,0.389105058,97.27626459,0.778210117
敬菴遺稿,1819,1885,1852,역대문집DB,10,6,3,36,27,5,2,89,,2.247191011,11.23595506,30.33707865,3.370786517,6.741573034,40.4494382,5.617977528
古歡堂收艸,1820,1884,1852,문집총간,3,3,21,489,5,24,7,552,1885,1.268115942,0.543478261,0.905797101,3.804347826,0.543478261,88.58695652,4.347826087
近庵集,1823,1881,1852,문집총간,0,27,5,49,19,10,5,115,1895년 이후,4.347826087,0,16.52173913,4.347826087,23.47826087,42.60869565,8.695652174
絅堂遺稿,1824,1880,1852,역대문집DB,1,29,18,190,19,14,7,278,,2.517985612,0.35971223,6.834532374,6.474820144,10.43165468,68.34532374,5.035971223
??齋文集,1826,1879,1852,역대문집DB,0,65,0,24,11,2,0,102,,0,0,10.78431373,0,63.7254902,23.52941176,1.960784314
素圃遺稿,1813,1893,1853,역대문집DB,4,20,6,148,0,1,1,180,,0.555555556,2.222222222,0,3.333333333,11.11111111,82.22222222,0.555555556
扶溪集,1816,1890,1853,역대문집DB,0,96,9,237,11,10,2,365,,0.547945205,0,3.01369863,2.465753425,26.30136986,64.93150685,2.739726027
楠西集,1823,1884,1853,역대문집DB,0,14,8,51,2,6,0,81,,0,0,2.469135802,9.87654321,17.28395062,62.96296296,7.407407407
小庵文集,1828,1879,1853,역대문집DB,0,17,6,133,9,9,9,183,,4.918032787,0,4.918032787,3.278688525,9.289617486,72.67759563,4.918032787
菖窩文集,1830,1877,1853,역대문집DB,0,28,6,97,6,8,0,145,,0,0,4.137931034,4.137931034,19.31034483,66.89655172,5.517241379
頤齋集,1813,1896,1854,문집총간,3,176,41,160,49,37,70,536,1906,13.05970149,0.559701493,9.141791045,7.649253731,32.8358209,29.85074627,6.902985075
櫟菴集,1817,1891,1854,문집총간,19,69,26,300,62,26,16,518,1920,3.088803089,3.667953668,11.96911197,5.019305019,13.32046332,57.91505792,5.019305019
?菴集,1817,1891,1854,역대문집DB,19,42,24,311,45,22,12,475,,2.526315789,4,9.473684211,5.052631579,8.842105263,65.47368421,4.631578947
?山文集,1820,1889,1854,역대문집DB,0,110,3,354,18,6,5,496,,1.008064516,0,3.629032258,0.60483871,22.17741935,71.37096774,1.209677419
魯園集,1822,1887,1854,역대문집DB,0,92,17,255,30,17,3,414,,0.724637681,0,7.246376812,4.106280193,22.22222222,61.5942029,4.106280193
茶菴詩稿,1822,1886,1854,역대문집DB,0,0,1,381,0,0,0,382,,0,0,0,0.261780105,0,99.7382199,0
益庵遺稿,1829,1880,1854,역대문집DB,0,31,4,55,11,3,0,104,,0,0,10.57692308,3.846153846,29.80769231,52.88461538,2.884615385
草廬文集,1815,1895,1855,역대문집DB,0,41,5,256,16,8,13,339,,3.83480826,0,4.719764012,1.474926254,12.09439528,75.51622419,2.359882006
重菴集,1819,1891,1855,문집총간,8,814,81,448,52,200,83,1686,1906,4.922894425,0.474495848,3.084223013,4.804270463,48.27995255,26.5717675,11.8623962
木西集,1820,1891,1855,역대문집DB,5,36,2,142,17,2,0,204,,0,2.450980392,8.333333333,0.980392157,17.64705882,69.60784314,0.980392157
屛湖遺稿,1824,1886,1855,역대문집DB,0,9,1,32,8,1,0,51,,0,0,15.68627451,1.960784314,17.64705882,62.74509804,1.960784314
艮宇集,1825,1886,1855,역대문집DB,0,23,7,212,24,6,2,274,,0.729927007,0,8.759124088,2.554744526,8.394160584,77.37226277,2.189781022
恥菴文集,1826,1885,1855,역대문집DB,1,59,0,265,21,11,1,358,,0.279329609,0.279329609,5.865921788,0,16.48044693,74.02234637,3.072625698
梅谷集,1831,1880,1855,역대문집DB,0,6,3,108,7,1,0,125,,0,0,5.6,2.4,4.8,86.4,0.8
晩悟逸稿,1817,1895,1856,역대문집DB,0,10,1,48,7,0,0,66,,0,0,10.60606061,1.515151515,15.15151515,72.72727273,0
方山集,1819,1893,1856,역대문집DB,1,43,19,225,18,31,0,337,,0,0.296735905,5.341246291,5.637982196,12.75964392,66.76557864,9.198813056
雲皐文集,1819,1894,1856,역대문집DB,5,24,6,47,34,9,13,138,,9.420289855,3.623188406,24.63768116,4.347826087,17.39130435,34.05797101,6.52173913
廣巖遺集,1824,1889,1856,역대문집DB,1,20,1,105,10,0,0,137,,0,0.729927007,7.299270073,0.729927007,14.59854015,76.64233577,0
克齋集,1827,1885,1856,문집총간,0,132,12,254,6,15,18,437,1897,4.118993135,0,1.372997712,2.745995423,30.20594966,58.12356979,3.432494279
菊隱文集,1830,1882,1856,역대문집DB,0,11,1,72,12,0,1,97,,1.030927835,0,12.37113402,1.030927835,11.34020619,74.22680412,0
蘭石文集,1830,1883,1856,역대문집DB,0,33,1,105,14,0,0,153,,0,0,9.150326797,0.653594771,21.56862745,68.62745098,0
四未軒集,1815,1900,1857,문집총간,2,257,32,107,35,52,106,591,1906,17.9357022,0.338409475,5.922165821,5.414551607,43.4856176,18.10490694,8.798646362
蘭石集,1817,1897,1857,역대문집DB,4,9,5,392,0,0,3,413,,0.726392252,0.968523002,0,1.210653753,2.179176755,94.91525424,0
蓮湖遺稿,1822,1892,1857,역대문집DB,0,10,1,142,5,5,0,163,,0,0,3.067484663,0.613496933,6.134969325,87.11656442,3.067484663
澗翠堂遺集,1823,1892,1857,역대문집DB,0,18,5,55,5,4,1,88,,1.136363636,0,5.681818182,5.681818182,20.45454545,62.5,4.545454545
太古齋文集,1823,1891,1857,역대문집DB,11,20,34,132,10,0,14,221,,6.334841629,4.977375566,4.524886878,15.38461538,9.049773756,59.72850679,0
?皐文集,1824,1891,1857,역대문집DB,0,4,1,148,5,3,0,161,,0,0,3.105590062,0.621118012,2.48447205,91.92546584,1.863354037
百癡遺集,1831,1883,1857,역대문집DB,0,16,1,48,11,1,0,77,,0,0,14.28571429,1.298701299,20.77922078,62.33766234,1.298701299
巖居文集,1814,1903,1858,역대문집DB,0,80,19,34,15,9,3,160,,1.875,0,9.375,11.875,50,21.25,5.625
海隱遺稿,1818,1898,1858,역대문집DB,0,0,1,121,0,0,0,122,,0,0,0,0.819672131,0,99.18032787,0
雲菴集,1822,1894,1858,문집총간,6,927,73,559,81,175,67,1888,1897,3.548728814,0.31779661,4.290254237,3.866525424,49.09957627,29.60805085,9.269067797
鵝山文集,1824,1893,1858,역대문집DB,0,11,0,128,20,2,0,161,,0,0,12.42236025,0,6.832298137,79.50310559,1.242236025
小松遺稿,1825,1891,1858,문집총간,1,54,9,483,11,17,5,580,1898,0.862068966,0.172413793,1.896551724,1.551724138,9.310344828,83.27586207,2.931034483
癡史集,1829,1888,1858,역대문집DB,0,103,11,156,24,24,2,320,,0.625,0,7.5,3.4375,32.1875,48.75,7.5
匡山遺稿,1832,1885,1858,역대문집DB,5,36,2,102,3,4,0,152,,0,3.289473684,1.973684211,1.315789474,23.68421053,67.10526316,2.631578947
茶?先生文集,1832,1884,1858,역대문집DB,0,12,8,120,4,5,6,155,,3.870967742,0,2.580645161,5.161290323,7.741935484,77.41935484,3.225806452
希齋文集,1820,1898,1859,역대문집DB,5,57,10,291,18,16,12,409,,2.93398533,1.222493888,4.400977995,2.444987775,13.93643032,71.14914425,3.91198044
晩圃逸稿,1820,1899,1859,역대문집DB,0,13,3,75,8,2,0,101,,0,0,7.920792079,2.97029703,12.87128713,74.25742574,1.98019802
晩醒集,1824,1894,1859,문집총간,7,112,55,245,26,84,58,587,1925,9.880749574,1.192504259,4.429301533,9.36967632,19.08006814,41.73764906,14.31005111
晩醒先生文集,1824,1894,1859,역대문집DB,6,101,59,274,19,48,53,560,,9.464285714,1.071428571,3.392857143,10.53571429,18.03571429,48.92857143,8.571428571
野翁遺稿,1825,1894,1859,역대문집DB,0,17,3,88,13,12,1,134,,0.746268657,0,9.701492537,2.23880597,12.68656716,65.67164179,8.955223881
嵋東遺稿,1826,1892,1859,역대문집DB,0,38,3,80,7,0,0,128,,0,0,5.46875,2.34375,29.6875,62.5,0
素山文集,1826,1892,1859,역대문집DB,1,42,14,383,8,13,2,463,,0.431965443,0.215982721,1.727861771,3.023758099,9.071274298,82.72138229,2.807775378
三元堂集,1828,1891,1859,역대문집DB,7,20,1,55,0,0,0,83,,0,8.43373494,0,1.204819277,24.09638554,66.26506024,0
照菴集,1831,1887,1859,문집총간,0,135,5,85,15,14,2,256,1903,0.78125,0,5.859375,1.953125,52.734375,33.203125,5.46875
立齋集,1818,1902,1860,문집총간,72,292,57,221,50,49,117,858,1905년 이후,13.63636364,8.391608392,5.827505828,6.643356643,34.03263403,25.75757576,5.710955711
水山文集,1821,1899,1860,역대문집DB,0,67,2,82,11,7,2,171,,1.169590643,0,6.432748538,1.169590643,39.18128655,47.95321637,4.093567251
渾齋集,1824,1896,1860,문집총간,0,201,13,28,21,45,13,321,1909,4.049844237,0,6.542056075,4.049844237,62.61682243,8.722741433,14.01869159
晦山文集,1825,1895,1860,역대문집DB,0,24,2,238,0,18,0,282,,0,0,0,0.709219858,8.510638298,84.39716312,6.382978723
巷隱逸稿,1826,1894,1860,역대문집DB,0,34,5,151,18,5,0,213,,0,0,8.450704225,2.34741784,15.96244131,70.89201878,2.34741784
東溪文集,1826,1894,1860,역대문집DB,0,11,8,128,23,14,4,188,,2.127659574,0,12.23404255,4.255319149,5.85106383,68.08510638,7.446808511
大溪遺稿,1835,1885,1860,문집총간,1,148,24,159,28,16,15,391,,3.836317136,0.255754476,7.16112532,6.138107417,37.8516624,40.66496164,4.092071611
大谷遺稿,1835,1885,1860,역대문집DB,0,34,7,102,4,2,0,149,,0,0,2.684563758,4.697986577,22.81879195,68.45637584,1.342281879
一山集,1836,1885,1860,역대문집DB,0,61,5,59,29,16,14,184,,7.608695652,0,15.76086957,2.717391304,33.15217391,32.06521739,8.695652174
日溪集,1844,1877,1860,역대문집DB,0,14,13,88,0,1,3,119,,2.521008403,0,0,10.92436975,11.76470588,73.94957983,0.840336134
紫東集,1846,1875,1860,역대문집DB,0,68,2,221,2,10,0,303,,0,0,0.660066007,0.660066007,22.44224422,72.93729373,3.300330033
晩休堂逸集,1820,1902,1861,역대문집DB,0,27,11,76,5,7,0,126,,0,0,3.968253968,8.73015873,21.42857143,60.31746032,5.555555556
海閭先生文集,1822,1900,1861,역대문집DB,0,16,16,141,4,35,11,223,,4.932735426,0,1.793721973,7.174887892,7.174887892,63.22869955,15.69506726
晩休先生文集,1823,1900,1861,역대문집DB,15,41,48,25,3,0,1,133,,0.751879699,11.27819549,2.255639098,36.09022556,30.82706767,18.79699248,0
小隱文集,1823,1899,1861,역대문집DB,0,9,3,172,0,5,0,189,,0,0,0,1.587301587,4.761904762,91.00529101,2.645502646
竹圃集,1824,1898,1861,문집총간,16,43,21,100,5,28,34,247,1912,13.76518219,6.477732794,2.024291498,8.502024291,17.40890688,40.48582996,11.33603239
遇淵集,1825,1898,1861,역대문집DB,0,30,8,62,7,0,0,107,,0,0,6.542056075,7.476635514,28.03738318,57.94392523,0
錦溪集,1825,1898,1861,역대문집DB,10,5,7,99,12,17,2,152,,1.315789474,6.578947368,7.894736842,4.605263158,3.289473684,65.13157895,11.18421053
農隱遺集,1825,1898,1861,역대문집DB,0,4,1,74,4,1,0,84,,0,0,4.761904762,1.19047619,4.761904762,88.0952381,1.19047619
小溪文集,1826,1896,1861,역대문집DB,0,24,3,74,29,2,0,132,,0,0,21.96969697,2.272727273,18.18181818,56.06060606,1.515151515
小近齋集,1827,1895,1861,역대문집DB,0,8,0,234,0,0,0,242,,0,0,0,0,3.305785124,96.69421488,0
東湖遺稿,1830,1893,1861,문집총간,0,0,14,132,1,23,3,173,1899,1.734104046,0,0.578034682,8.092485549,0,76.30057803,13.29479769
泰廬文集,1831,1891,1861,역대문집DB,4,32,0,196,10,3,0,245,,0,1.632653061,4.081632653,0,13.06122449,80,1.224489796
橘下遺稿,1831,1891,1861,역대문집DB,0,29,5,141,0,2,0,177,,0,0,0,2.824858757,16.38418079,79.66101695,1.129943503
一齋文集,1832,1890,1861,역대문집DB,0,6,3,114,5,15,1,144,,0.694444444,0,3.472222222,2.083333333,4.166666667,79.16666667,10.41666667
直軒集,1837,1886,1861,역대문집DB,0,14,5,50,6,3,1,79,,1.265822785,0,7.594936709,6.329113924,17.72151899,63.29113924,3.797468354
竹圃遺稿,1838,1885,1861,역대문집DB,0,6,2,121,4,6,0,139,,0,0,2.877697842,1.438848921,4.316546763,87.05035971,4.316546763
松皐集,1839,1883,1861,역대문집DB,0,30,2,45,11,3,0,91,,0,0,12.08791209,2.197802198,32.96703297,49.45054945,3.296703297
立齋集,1818,1906,1862,역대문집DB,86,202,76,225,26,31,113,759,,14.88801054,11.33069829,3.425559947,10.01317523,26.61396574,29.64426877,4.084321476
楠溪文集,1827,1898,1862,역대문집DB,0,27,4,190,17,5,0,243,,0,0,6.995884774,1.646090535,11.11111111,78.18930041,2.057613169
華軒遺稿,1827,1898,1862,역대문집DB,1,7,2,305,3,11,0,329,,0,0.303951368,0.911854103,0.607902736,2.127659574,92.70516717,3.343465046
訥庵遺集,1828,1897,1862,역대문집DB,0,17,6,182,4,2,0,211,,0,0,1.895734597,2.843601896,8.056872038,86.25592417,0.947867299
東寮遺稿,1830,1894,1862,역대문집DB,0,14,6,159,3,4,1,187,,0.534759358,0,1.604278075,3.20855615,7.486631016,85.02673797,2.139037433
畏庵先生文集,1830,1895,1862,역대문집DB,0,22,3,71,9,0,0,105,,0,0,8.571428571,2.857142857,20.95238095,67.61904762,0
省齋集,1832,1893,1862,문집총간,4,579,52,100,41,155,28,959,1897,2.919708029,0.417101147,4.275286757,5.422314911,60.37539103,10.42752868,16.16266945
東塢遺稿,1832,1893,1862,역대문집DB,0,49,9,107,5,4,0,174,,0,0,2.873563218,5.172413793,28.16091954,61.49425287,2.298850575
小心亭文集,1832,1893,1862,역대문집DB,0,33,3,72,4,5,2,119,,1.680672269,0,3.361344538,2.521008403,27.73109244,60.50420168,4.201680672
逋庵文集,1825,1901,1863,역대문집DB,0,104,35,127,37,26,22,351,,6.267806268,0,10.54131054,9.971509972,29.62962963,36.18233618,7.407407407
秋溪遺稿,1825,1901,1863,역대문집DB,0,0,2,493,0,0,0,495,,0,0,0,0.404040404,0,99.5959596,0
?軒集,1826,1900,1863,역대문집DB,0,4,7,175,4,9,0,199,,0,0,2.010050251,3.51758794,2.010050251,87.93969849,4.522613065
澹屋集,1826,1900,1863,역대문집DB,0,13,9,134,7,11,18,192,,9.375,0,3.645833333,4.6875,6.770833333,69.79166667,5.729166667
西山集,1827,1899,1863,문집총간,1,623,23,152,52,25,111,987,1907,11.24620061,0.101317123,5.268490375,2.33029382,63.12056738,15.40020263,2.532928065
晩競窩文集,1828,1898,1863,역대문집DB,2,0,1,94,0,2,0,99,,0,2.02020202,0,1.01010101,0,94.94949495,2.02020202
龍山遺稿,1828,1898,1863,역대문집DB,1,44,14,197,7,6,1,270,,0.37037037,0.37037037,2.592592593,5.185185185,16.2962963,72.96296296,2.222222222
眉山集,1832,1894,1863,문집총간,50,38,76,429,39,63,38,733,1934,5.184174625,6.821282401,5.320600273,10.36834925,5.184174625,58.526603,8.594815825
仰慕齋文集,1832,1894,1863,역대문집DB,0,4,3,103,2,25,4,141,,2.836879433,0,1.418439716,2.127659574,2.836879433,73.04964539,17.73049645
南坡遺稿,1834,1892,1863,역대문집DB,0,8,3,34,1,5,0,51,,0,0,1.960784314,5.882352941,15.68627451,66.66666667,9.803921569
止雲集,1823,1906,1864,역대문집DB,0,51,28,261,8,46,14,408,,3.431372549,0,1.960784314,6.862745098,12.5,63.97058824,11.2745098
月皐集,1824,1904,1864,문집총간,0,394,37,371,28,57,62,949,1929,6.533192835,0,2.950474183,3.898840885,41.51738672,39.09378293,6.006322445
紫山遺稿,1824,1904,1864,역대문집DB,0,58,16,217,10,8,12,321,,3.738317757,0,3.115264798,4.984423676,18.06853583,67.60124611,2.492211838
芝樵文集,1825,1903,1864,역대문집DB,0,7,6,80,6,1,1,101,,0.99009901,0,5.940594059,5.940594059,6.930693069,79.20792079,0.99009901
明庵文集,1826,1903,1864,역대문집DB,0,0,2,50,0,7,0,59,,0,0,0,3.389830508,0,84.74576271,11.86440678
竹軒文集,1826,1902,1864,역대문집DB,4,3,6,243,3,14,0,273,,0,1.465201465,1.098901099,2.197802198,1.098901099,89.01098901,5.128205128
花史文集,1828,1900,1864,역대문집DB,0,21,2,116,3,10,0,152,,0,0,1.973684211,1.315789474,13.81578947,76.31578947,6.578947368
荷亭集,1829,1899,1864,문집총간,72,3,19,259,28,35,23,439,1916,5.239179954,16.40091116,6.378132118,4.328018223,0.683371298,58.9977221,7.972665148
訥菴遺稿,1829,1900,1864,역대문집DB,0,12,1,54,7,0,0,74,,0,0,9.459459459,1.351351351,16.21621622,72.97297297,0
紹巖遺稿,1830,1899,1864,역대문집DB,0,2,3,105,2,11,3,126,,2.380952381,0,1.587301587,2.380952381,1.587301587,83.33333333,8.73015873
直菴集,1835,1893,1864,역대문집DB,4,0,6,152,8,4,14,188,,7.446808511,2.127659574,4.255319149,3.191489362,0,80.85106383,2.127659574
林渠逸稿,1835,1893,1864,역대문집DB,3,18,2,67,2,0,0,92,,0,3.260869565,2.173913043,2.173913043,19.56521739,72.82608696,0
石帆遺稿,1835,1893,1864,역대문집DB,0,8,4,99,8,2,0,121,,0,0,6.611570248,3.305785124,6.611570248,81.81818182,1.652892562
芝南集附錄,1836,1892,1864,역대문집DB,0,25,11,109,0,16,19,180,,10.55555556,0,0,6.111111111,13.88888889,60.55555556,8.888888889
紫巖遺稿,1838,1891,1864,역대문집DB,0,24,1,47,0,0,0,72,,0,0,0,1.388888889,33.33333333,65.27777778,0
荷塘遺稿,1839,1890,1864,역대문집DB,0,11,2,80,3,0,0,96,,0,0,3.125,2.083333333,11.45833333,83.33333333,0
南岡遺集,1846,1883,1864,역대문집DB,0,14,3,43,8,23,1,92,,1.086956522,0,8.695652174,3.260869565,15.2173913,46.73913043,25
秋江先生遺稿,1846,1883,1864,역대문집DB,0,0,0,52,0,0,0,52,,0,0,0,0,0,100,0
海逸齋文集,1853,1876,1864,역대문집DB,0,5,7,39,0,7,0,58,,0,0,0,12.06896552,8.620689655,67.24137931,12.06896552
遊軒集,1823,1908,1865,문집총간,45,65,46,478,54,48,58,794,1925,7.304785894,5.667506297,6.801007557,5.793450882,8.186397985,60.20151134,6.04534005
臨齋集,1825,1905,1865,문집총간,1,354,47,132,25,46,29,634,1910,4.574132492,0.157728707,3.943217666,7.413249211,55.83596215,20.82018927,7.255520505
曉山集,1826,1904,1865,역대문집DB,1,44,10,542,16,15,9,637,,1.412872841,0.156985871,2.51177394,1.569858713,6.907378336,85.08634223,2.354788069
端溪先生文集,1827,1903,1865,역대문집DB,8,334,93,570,17,71,77,1170,,6.581196581,0.683760684,1.452991453,7.948717949,28.54700855,48.71794872,6.068376068
究庵文集,1828,1903,1865,역대문집DB,0,79,8,190,36,7,1,321,,0.31152648,0,11.21495327,2.492211838,24.6105919,59.19003115,2.180685358
