제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
和軒文集,1880,1945,1912,역대문집DB,0,91,12,367,35,26,17,548,,3.102189781,0,6.386861314,2.189781022,16.60583942,66.97080292,4.744525547
濯淸遺稿,1880,1944,1912,역대문집DB,0,40,4,34,10,6,0,94,,0,0,10.63829787,4.255319149,42.55319149,36.17021277,6.382978723
誠齋文集,1881,1944,1912,역대문집DB,0,141,39,82,14,120,14,410,,3.414634146,0,3.414634146,9.512195122,34.3902439,20,29.26829268
景陽齋遺稿,1883,1941,1912,역대문집DB,0,69,8,137,14,10,19,257,,7.392996109,0,5.447470817,3.112840467,26.84824903,53.307393,3.891050584
修堂遺稿,1885,1940,1912,역대문집DB,0,74,12,151,11,25,19,292,,6.506849315,0,3.767123288,4.109589041,25.34246575,51.71232877,8.561643836
月峰遺稿,1890,1935,1912,역대문집DB,0,4,4,353,4,15,2,382,,0.523560209,0,1.047120419,1.047120419,1.047120419,92.40837696,3.926701571
草盧遺稿,1894,1930,1912,역대문집DB,0,20,1,54,5,0,0,80,,0,0,6.25,1.25,25,67.5,0
雲岡集,1870,1956,1913,역대문집DB,0,26,1,206,14,3,4,254,,1.57480315,0,5.511811024,0.393700787,10.23622047,81.1023622,1.181102362
玉山集,1873,1953,1913,역대문집DB,1,34,27,109,15,61,0,247,,0,0.4048583,6.072874494,10.93117409,13.76518219,44.12955466,24.69635628
松川集,1875,1952,1913,역대문집DB,1,114,53,433,22,73,56,752,,7.446808511,0.132978723,2.925531915,7.04787234,15.15957447,57.57978723,9.707446809
明溪遺稿,1875,1951,1913,역대문집DB,0,67,24,260,45,12,11,419,,2.625298329,0,10.7398568,5.727923628,15.99045346,62.05250597,2.863961814
小庵文集,1875,1951,1913,역대문집DB,0,45,1,56,27,3,3,135,,2.222222222,0,20,0.740740741,33.33333333,41.48148148,2.222222222
笑窩文集,1876,1950,1913,역대문집DB,0,11,5,203,11,0,0,230,,0,0,4.782608696,2.173913043,4.782608696,88.26086957,0
恥堂文集,1876,1951,1913,역대문집DB,0,101,26,425,34,26,26,638,,4.07523511,0,5.329153605,4.07523511,15.830721,66.61442006,4.07523511
海窓文集,1878,1949,1913,역대문집DB,0,116,18,355,43,67,57,656,,8.68902439,0,6.554878049,2.743902439,17.68292683,54.11585366,10.21341463
東菴集,1879,1948,1913,역대문집DB,0,67,28,335,20,45,50,545,,9.174311927,0,3.669724771,5.137614679,12.29357798,61.46788991,8.256880734
西澗文集,1879,1948,1913,역대문집DB,0,1,7,44,12,6,13,83,,15.6626506,0,14.45783133,8.43373494,1.204819277,53.01204819,7.228915663
石齋遺稿,1879,1947,1913,역대문집DB,0,0,3,307,2,2,3,317,,0.94637224,0,0.630914826,0.94637224,0,96.84542587,0.630914826
弘庵遺藁,1880,1947,1913,역대문집DB,0,38,6,106,11,3,14,178,,7.865168539,0,6.179775281,3.370786517,21.34831461,59.5505618,1.685393258
敬軒遺稿,1880,1946,1913,역대문집DB,0,0,0,49,0,0,4,53,,7.547169811,0,0,0,0,92.45283019,0
敬菴集,1883,1944,1913,역대문집DB,1,131,23,367,10,41,30,603,,4.975124378,0.165837479,1.658374793,3.814262023,21.72470978,60.86235489,6.79933665
?齋遺稿,1890,1936,1913,역대문집DB,0,16,2,23,9,2,0,52,,0,0,17.30769231,3.846153846,30.76923077,44.23076923,3.846153846
謹庵遺稿,1898,1928,1913,역대문집DB,0,7,1,48,1,0,0,57,,0,0,1.754385965,1.754385965,12.28070175,84.21052632,0
稽樵文集,1870,1958,1914,역대문집DB,2,132,17,288,20,33,61,553,,11.03074141,0.361663653,3.616636528,3.074141049,23.86980108,52.079566,5.967450271
樂吾齋遺稿,1871,1957,1914,역대문집DB,0,46,1,223,0,0,0,270,,0,0,0,0.37037037,17.03703704,82.59259259,0
何山文集,1873,1956,1914,역대문집DB,0,8,34,56,10,34,69,211,,32.7014218,0,4.739336493,16.11374408,3.791469194,26.54028436,16.11374408
懶齋遺稿,1874,1955,1914,역대문집DB,0,2,8,158,34,29,31,262,,11.83206107,0,12.97709924,3.053435115,0.763358779,60.30534351,11.06870229
廬隱遺稿,1875,1953,1914,역대문집DB,0,35,8,81,21,3,4,152,,2.631578947,0,13.81578947,5.263157895,23.02631579,53.28947368,1.973684211
湖隱文集,1876,1953,1914,역대문집DB,0,5,4,111,9,2,1,132,,0.757575758,0,6.818181818,3.03030303,3.787878788,84.09090909,1.515151515
性菴遺稿,1877,1952,1914,역대문집DB,0,1,2,536,3,17,0,559,,0,0,0.53667263,0.357781753,0.178890877,95.88550984,3.041144902
琢窩先生文集,1877,1952,1914,역대문집DB,0,256,27,324,29,23,11,670,,1.641791045,0,4.328358209,4.029850746,38.20895522,48.35820896,3.432835821
及愚齋集,1878,1950,1914,역대문집DB,2,100,213,1789,35,174,440,2753,,15.98256448,0.07264802,1.271340356,7.737014166,3.632401017,64.9836542,6.32037777
愚堂遺稿,1878,1951,1914,역대문집DB,0,4,4,75,6,7,0,96,,0,0,6.25,4.166666667,4.166666667,78.125,7.291666667
退山文集,1879,1949,1914,역대문집DB,0,149,2,167,41,3,4,366,,1.092896175,0,11.20218579,0.546448087,40.71038251,45.6284153,0.819672131
定軒遺稿,1879,1949,1914,역대문집DB,0,8,1,137,7,2,8,163,,4.90797546,0,4.294478528,0.613496933,4.90797546,84.04907975,1.226993865
圭窩文集,1879,1950,1914,역대문집DB,0,53,2,347,21,3,3,429,,0.699300699,0,4.895104895,0.466200466,12.35431235,80.88578089,0.699300699
學岡遺稿,1881,1948,1914,역대문집DB,0,43,34,133,14,44,16,284,,5.633802817,0,4.929577465,11.97183099,15.14084507,46.83098592,15.49295775
彌堂文集,1883,1946,1914,역대문집DB,0,67,9,357,12,11,7,463,,1.51187905,0,2.591792657,1.943844492,14.47084233,77.10583153,2.375809935
眞齋私稿,1890,1939,1914,역대문집DB,0,98,8,81,18,4,13,222,,5.855855856,0,8.108108108,3.603603604,44.14414414,36.48648649,1.801801802
健齋文集,1873,1958,1915,역대문집DB,0,65,4,305,14,3,9,400,,2.25,0,3.5,1,16.25,76.25,0.75
誠齋文集,1876,1954,1915,역대문집DB,0,77,22,563,14,22,5,703,,0.711237553,0,1.991465149,3.129445235,10.95305832,80.08534851,3.129445235
玉涯遺稿,1878,1952,1915,역대문집DB,0,84,9,77,24,5,8,207,,3.8647343,0,11.5942029,4.347826087,40.57971014,37.19806763,2.415458937
誠庵先生文集,1878,1952,1915,역대문집DB,3,86,12,1311,31,44,19,1506,,1.261620186,0.199203187,2.058432935,0.796812749,5.710491368,87.05179283,2.921646746
愚圃文集,1879,1951,1915,역대문집DB,0,48,15,270,17,58,19,427,,4.449648712,0,3.981264637,3.512880562,11.2412178,63.23185012,13.58313817
心汕遺藁,1879,1952,1915,역대문집DB,0,4,7,262,3,0,0,276,,0,0,1.086956522,2.536231884,1.449275362,94.92753623,0
石山遺稿,1880,1951,1915,역대문집DB,0,3,5,141,3,5,0,157,,0,0,1.910828025,3.184713376,1.910828025,89.8089172,3.184713376
澤齋集,1880,1951,1915,역대문집DB,0,84,39,734,37,51,60,1005,,5.970149254,0,3.68159204,3.880597015,8.358208955,73.03482587,5.074626866
欽齋文集,1881,1949,1915,역대문집DB,0,21,9,193,6,7,5,241,,2.074688797,0,2.489626556,3.734439834,8.713692946,80.08298755,2.904564315
智山遺稿,1881,1949,1915,역대문집DB,0,11,3,167,5,5,2,193,,1.03626943,0,2.590673575,1.554404145,5.699481865,86.52849741,2.590673575
宜庵文集,1882,1948,1915,역대문집DB,0,134,17,259,36,15,41,502,,8.167330677,0,7.171314741,3.386454183,26.69322709,51.5936255,2.988047809
愚石文集,1882,1949,1915,역대문집DB,3,90,9,287,25,9,5,428,,1.168224299,0.700934579,5.841121495,2.102803738,21.02803738,67.05607477,2.102803738
省齋遺稿,1882,1948,1915,역대문집DB,0,19,0,48,14,0,7,88,,7.954545455,0,15.90909091,0,21.59090909,54.54545455,0
退修齋集,1882,1948,1915,역대문집DB,0,137,26,265,30,24,22,504,,4.365079365,0,5.952380952,5.158730159,27.18253968,52.57936508,4.761904762
玄山文集,1882,1948,1915,역대문집DB,0,59,32,36,15,34,68,244,,27.86885246,0,6.147540984,13.1147541,24.18032787,14.75409836,13.93442623
幾宇集,1883,1948,1915,역대문집DB,0,74,28,658,26,29,10,825,,1.212121212,0,3.151515152,3.393939394,8.96969697,79.75757576,3.515151515
直庵遺集,1887,1944,1915,역대문집DB,0,24,5,601,14,9,6,659,,0.91047041,0,2.124430956,0.758725341,3.641881639,91.19878604,1.365705615
謙受齋遺稿,1891,1940,1915,역대문집DB,0,54,2,99,8,2,1,166,,0.602409639,0,4.819277108,1.204819277,32.53012048,59.63855422,1.204819277
成窩遺稿,1892,1938,1915,역대문집DB,0,70,5,52,19,0,0,146,,0,0,13.01369863,3.424657534,47.94520548,35.61643836,0
欽齋文藁,1873,1960,1916,역대문집DB,0,65,29,179,14,31,35,353,,9.915014164,0,3.966005666,8.21529745,18.41359773,50.7082153,8.781869688
立庵文集,1873,1959,1916,역대문집DB,0,78,20,351,19,26,22,516,,4.263565891,0,3.682170543,3.875968992,15.11627907,68.02325581,5.03875969
晦峰遺稿,1873,1959,1916,역대문집DB,0,263,35,318,23,30,89,758,,11.7414248,0,3.034300792,4.617414248,34.69656992,41.9525066,3.957783641
古庵文集,1874,1958,1916,역대문집DB,0,86,18,148,31,33,35,351,,9.971509972,0,8.831908832,5.128205128,24.5014245,42.16524217,9.401709402
止菴文集,1876,1957,1916,역대문집DB,0,50,9,588,9,22,11,689,,1.596516691,0,1.306240929,1.306240929,7.256894049,85.34107402,3.193033382
春塘遺稿,1879,1953,1916,역대문집DB,0,2,1,35,5,1,7,51,,13.7254902,0,9.803921569,1.960784314,3.921568627,68.62745098,1.960784314
兢庵遺稿,1880,1952,1916,역대문집DB,0,0,0,74,3,1,0,78,,0,0,3.846153846,0,0,94.87179487,1.282051282
河山文集,1881,1951,1916,역대문집DB,0,55,30,225,36,24,12,382,,3.141361257,0,9.42408377,7.853403141,14.39790576,58.90052356,6.282722513
厚菴遺稿續編,1883,1950,1916,역대문집DB,0,170,26,471,32,56,11,766,,1.436031332,0,4.177545692,3.394255875,22.19321149,61.48825065,7.310704961
友石遺稿,1884,1949,1916,역대문집DB,0,4,2,132,1,2,2,143,,1.398601399,0,0.699300699,1.398601399,2.797202797,92.30769231,1.398601399
?東逸稿,1889,1944,1916,역대문집DB,0,3,3,105,4,2,1,118,,0.847457627,0,3.389830508,2.542372881,2.542372881,88.98305085,1.694915254
固菴集,1889,1943,1916,역대문집DB,0,131,46,275,42,63,103,660,,15.60606061,0,6.363636364,6.96969697,19.84848485,41.66666667,9.545454545
平窩文集,1892,1940,1916,역대문집DB,0,33,3,129,18,0,1,184,,0.543478261,0,9.782608696,1.630434783,17.93478261,70.10869565,0
忍庵先生文集,1874,1961,1917,역대문집DB,0,204,161,624,65,193,408,1655,,24.65256798,0,3.927492447,9.728096677,12.32628399,37.70392749,11.66163142
畏齋文集,1876,1959,1917,역대문집DB,0,6,0,183,0,0,0,189,,0,0,0,0,3.174603175,96.82539683,0
海難文集,1878,1956,1917,역대문집DB,0,25,10,70,11,14,14,144,,9.722222222,0,7.638888889,6.944444444,17.36111111,48.61111111,9.722222222
溪隱遺稿,1880,1954,1917,역대문집DB,0,25,3,135,10,11,6,190,,3.157894737,0,5.263157895,1.578947368,13.15789474,71.05263158,5.789473684
兢庵文集,1881,1954,1917,역대문집DB,0,36,8,105,39,16,16,220,,7.272727273,0,17.72727273,3.636363636,16.36363636,47.72727273,7.272727273
